unique_squirrel_id,area_name,area_id,park_name,park_id,primary_fur_color,highlights_in_fur_color,location,above_ground_height_in_feet,specific_location,interactions_with_humans,lat,long,lat_long,activity
A-01-01,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Indifferent,40.85941,-73.933936,POINT (-73.933936 40.85941),3
A-01-02,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Indifferent,40.859436,-73.933937,POINT (-73.933937 40.859436),3
A-01-03,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Indifferent,40.859416,-73.933894,POINT (-73.933894 40.859416),2
A-01-04,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Indifferent,40.859418,-73.933895,POINT (-73.933895 40.859418),1
A-01-05,UPPER MANHATTAN,A,Fort Tryon Park,01,1,Cinnamon,1,NA,NA,Indifferent,40.859493,-73.93359,POINT (-73.93359 40.859493),1
A-01-06,UPPER MANHATTAN,A,Fort Tryon Park,01,1,Cinnamon,1,NA,NA,Indifferent,40.860825,-73.932871,POINT (-73.932871 40.860825),4
A-01-07,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Indifferent,40.860225,-73.933143,POINT (-73.933143 40.860225),3
A-01-08,UPPER MANHATTAN,A,Fort Tryon Park,01,3,Gray,2,10,NA,Runs From,40.859965,-73.933412,POINT (-73.933412 40.859965),4
A-01-09,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Indifferent,40.859892,-73.933326,POINT (-73.933326 40.859892),3
A-01-10,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Indifferent,40.859636,-73.933717,POINT (-73.933717 40.859636),2
A-01-11,UPPER MANHATTAN,A,Fort Tryon Park,01,1,Black,1,NA,NA,Indifferent,40.859576,-73.933738,POINT (-73.933738 40.859576),2
A-01-12,UPPER MANHATTAN,A,Fort Tryon Park,01,1,White,1,NA,NA,Runs From,40.859989,-73.934544,POINT (-73.934544 40.859989),1
A-02-01,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Gray,1,NA,NA,Indifferent,40.845749,-73.9407,POINT (-73.9407 40.845749),1
A-02-02,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,2,2,NA,Indifferent,40.845875,-73.940808,POINT (-73.940808 40.845875),3
A-02-03,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,NA,40.845875,-73.940808,POINT (-73.940808 40.845875),3
A-02-04,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.846088,-73.940613,POINT (-73.940613 40.846088),1
A-02-05,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Runs From,40.846088,-73.940613,POINT (-73.940613 40.846088),1
A-02-06,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.846088,-73.940613,POINT (-73.940613 40.846088),3
A-02-07,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Gray,1,NA,NA,Runs From,40.846222,-73.94094,POINT (-73.94094 40.846222),0
A-02-08,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.846222,-73.94094,POINT (-73.94094 40.846222),3
A-02-09,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.846197,-73.941026,POINT (-73.941026 40.846197),5
A-02-10,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.846185,-73.940613,POINT (-73.940613 40.846185),1
A-02-11,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Runs From,40.846271,-73.940579,POINT (-73.940579 40.846271),2
A-02-12,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,2,15,tree,Indifferent,40.846332,-73.940369,POINT (-73.940369 40.846332),4
A-02-13,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,White,2,20,tree,Indifferent,40.846332,-73.940369,POINT (-73.940369 40.846332),0
A-02-14,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Gray,1,NA,NA,Indifferent,40.846332,-73.940369,POINT (-73.940369 40.846332),1
A-02-15,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,White,1,NA,NA,Indifferent,40.846458,-73.94103,POINT (-73.94103 40.846458),1
A-02-16,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,2,20,tree,Indifferent,40.846417,-73.941115,POINT (-73.941115 40.846417),2
A-02-17,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Gray,1,NA,NA,Indifferent,40.846296,-73.941132,POINT (-73.941132 40.846296),1
A-02-18,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.846064,-73.941497,POINT (-73.941497 40.846064),3
A-02-19,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,2,2,tree,Indifferent,40.846065,-73.941498,POINT (-73.941498 40.846065),4
A-02-20,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.847296,-73.942061,POINT (-73.942061 40.847296),3
A-02-21,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Runs From,40.847259,-73.941598,POINT (-73.941598 40.847259),3
A-02-22,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,1,NA,NA,Indifferent,40.84719,-73.941308,POINT (-73.941308 40.84719),3
A-02-23,UPPER MANHATTAN,A,J. Hood Wright Park,02,1,Cinnamon,2,2,fence,Indifferent,40.84719,-73.941308,POINT (-73.941308 40.84719),2
A-02-24,UPPER MANHATTAN,A,J. Hood Wright Park,02,2,White,2,20,tree,Indifferent,40.847113,-73.940937,POINT (-73.940937 40.847113),0
A-03-01,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,2,2,in tree,Watches us from tree,40.841178,-73.935482,POINT (-73.935482 40.841178),5
A-03-02,UPPER MANHATTAN,A,Highbridge Park,03,1,White,2,2,in tree,Runs From,40.841204,-73.935434,POINT (-73.935434 40.841204),5
A-03-03,UPPER MANHATTAN,A,Highbridge Park,03,1,White,2,2,in tree,NA,40.841212,-73.934827,POINT (-73.934827 40.841212),1
A-03-04,UPPER MANHATTAN,A,Highbridge Park,03,1,White,2,3,NA,NA,40.841217,-73.934714,POINT (-73.934714 40.841217),4
A-03-05,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,1,NA,NA,Runs From,40.841359,-73.934339,POINT (-73.934339 40.841359),1
A-03-06,UPPER MANHATTAN,A,Highbridge Park,03,1,Gray,2,2,in tree,"Runs From, watchful",40.841375,-73.934242,POINT (-73.934242 40.841375),1
A-03-07,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,2,< 1,on log,Runs From,40.841375,-73.934242,POINT (-73.934242 40.841375),1
A-03-08,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,2,3,in wall,Runs From,40.842308,-73.933061,POINT (-73.933061 40.842308),1
A-03-09,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,2,3,in wall,NA,40.842401,-73.932986,POINT (-73.932986 40.842401),0
A-03-10,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,1,6‰ÛÒ18,"Started on ground, climbed 6‰ÛÒ18 ft.",Watching us from tree - very interested in us,40.842511,-73.932916,POINT (-73.932916 40.842511),4
A-03-11,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,2,4,NA,"Approaches, watching us",40.842673,-73.932793,POINT (-73.932793 40.842673),0
A-03-12,UPPER MANHATTAN,A,Highbridge Park,03,1,White,1,NA,NA,Runs From,40.842795,-73.933002,POINT (-73.933002 40.842795),1
A-03-13,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,1,NA,NA,NA,NA,NA,NA,1
A-03-14,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,1,NA,NA,"Runs From, watches us in short tree",40.842327,-73.934269,POINT (-73.934269 40.842327),1
A-03-15,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,2,9,in tree,NA,40.842359,-73.934177,POINT (-73.934177 40.842359),0
A-03-16,UPPER MANHATTAN,A,Highbridge Park,03,1,Cinnamon,1,NA,NA,Indifferent,40.842769,-73.934478,POINT (-73.934478 40.842769),2
A-04-01,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,2,NA,NA,Indifferent,40.817593,-73.948855,POINT (-73.948855 40.817593),4
A-04-02,UPPER MANHATTAN,A,St. Nicholas Park,04,3,Black,1,NA,NA,Indifferent,40.817719,-73.948855,POINT (-73.948855 40.817719),3
A-04-03,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,1,NA,NA,Indifferent,40.817719,-73.948914,POINT (-73.948914 40.817719),2
A-04-04,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,1,NA,NA,Indifferent,40.817711,-73.949118,POINT (-73.949118 40.817711),3
A-04-05,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,1,NA,NA,Indifferent,40.817569,-73.948931,POINT (-73.948931 40.817569),4
A-04-06,UPPER MANHATTAN,A,St. Nicholas Park,04,1,Gray,2,NA,NA,Indifferent,40.817544,-73.949016,POINT (-73.949016 40.817544),5
A-04-07,UPPER MANHATTAN,A,St. Nicholas Park,04,1,Gray,2,NA,NA,Indifferent,40.817544,-73.949016,POINT (-73.949016 40.817544),5
A-04-08,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,1,NA,NA,Runs From,40.817479,-73.949006,POINT (-73.949006 40.817479),1
A-04-09,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,1,NA,NA,Indifferent,40.816685,-73.949689,POINT (-73.949689 40.816685),3
A-04-10,UPPER MANHATTAN,A,St. Nicholas Park,04,1,Gray,1,NA,NA,Indifferent,40.816677,-73.949549,POINT (-73.949549 40.816677),3
A-04-11,UPPER MANHATTAN,A,St. Nicholas Park,04,3,Black,1,NA,NA,Indifferent,40.816555,-73.949609,POINT (-73.949609 40.816555),3
A-04-12,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,1,NA,NA,Indifferent,40.816506,-73.949587,POINT (-73.949587 40.816506),3
A-04-13,UPPER MANHATTAN,A,St. Nicholas Park,04,1,White,1,NA,NA,Indifferent,40.816425,-73.949474,POINT (-73.949474 40.816425),1
A-04-14,UPPER MANHATTAN,A,St. Nicholas Park,04,1,Gray,1,NA,NA,Indifferent,40.818308,-73.948952,POINT (-73.948952 40.818308),3
A-04-15,UPPER MANHATTAN,A,St. Nicholas Park,04,1,Black,1,NA,NA,Indifferent,40.818263,-73.948909,POINT (-73.948909 40.818263),3
A-05-01,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Runs From,NA,NA,NA,1
A-05-02,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Runs From,NA,NA,NA,1
A-05-03,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,1
A-05-04,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,5
A-05-05,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,NA,NA,NA,NA,5
A-05-06,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,2,15,NA,Indifferent,NA,NA,NA,0
A-05-07,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,1
A-05-08,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-09,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-10,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-11,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-12,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-13,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-14,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-15,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,5
A-05-16,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,5
A-05-17,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Okay with people,NA,NA,NA,2
A-05-18,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,1
A-05-19,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,2,NA,Tree,Indifferent,NA,NA,NA,1
A-05-20,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,1
A-05-21,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,at tree,Indifferent,NA,NA,NA,0
A-05-22,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,NA,NA,NA,NA,5
A-05-23,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,NA,NA,NA,NA,5
A-05-24,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,0,NA,NA,NA,NA,NA,NA,0
A-05-25,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-26,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,2
A-05-27,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,3
A-05-28,UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,1,Gray,1,NA,NA,Indifferent,NA,NA,NA,3
A-06-01,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,20‰ÛÒ40,NA,Indifferent,40.804912,-73.943735,POINT (-73.943735 40.804912),4
A-06-02,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,20‰ÛÒ40,NA,Indifferent,40.804912,-73.943736,POINT (-73.943736 40.804912),4
A-06-03,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,20‰ÛÒ40,NA,Indifferent,40.804913,-73.943735,POINT (-73.943735 40.804913),4
A-06-04,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,20‰ÛÒ40,NA,Indifferent,40.804915,-73.943737,POINT (-73.943737 40.804915),4
A-06-05,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,20‰ÛÒ40,NA,Indifferent,40.804916,-73.943735,POINT (-73.943735 40.804916),4
A-06-06,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,20‰ÛÒ40,NA,Indifferent,40.804914,-73.943736,POINT (-73.943736 40.804914),4
A-06-07,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,20‰ÛÒ40,NA,Indifferent,40.804917,-73.943737,POINT (-73.943737 40.804917),4
A-06-08,UPPER MANHATTAN,A,Marcus Garvey Park,06,3,Black,2,25,NA,NA,40.804912,-73.943738,POINT (-73.943738 40.804912),4
A-06-09,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,2‰ÛÒ6,small trees,Indifferent,40.804701,-73.944118,POINT (-73.944118 40.804701),5
A-06-10,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,2‰ÛÒ6,small trees,Indifferent,40.804746,-73.94374,POINT (-73.94374 40.804746),5
A-06-11,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,2‰ÛÒ6,small trees,Indifferent,40.804912,-73.94408,POINT (-73.94408 40.804912),5
A-06-12,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,2‰ÛÒ6,small trees,Indifferent,40.804729,-73.944053,POINT (-73.944053 40.804729),5
A-06-13,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,4...3...2...1,NA,NA,40.804713,-73.944032000000007,POINT (-73.944032 40.804713),4
A-06-14,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,15,NA,NA,40.804613,-73.943829,POINT (-73.943829 40.804613),4
A-06-15,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,15,NA,NA,40.804564,-73.943824,POINT (-73.943824 40.804564),4
A-06-16,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,1,NA,NA,NA,40.804253,-73.944121,POINT (-73.944121 40.804253),1
A-06-17,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,1,NA,NA,NA,40.803758,-73.94433,POINT (-73.94433 40.803758),1
A-06-18,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,4,NA,Indifferent,40.803616,-73.944464,POINT (-73.944464 40.803616),0
A-06-19,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,4,NA,Indifferent,40.803413,-73.944207,POINT (-73.944207 40.803413),0
A-06-20,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,4,NA,Indifferent,40.80338,-73.944148,POINT (-73.944148 40.80338),0
A-06-21,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,4,NA,Indifferent,40.803392,-73.944228,POINT (-73.944228 40.803392),0
A-06-22,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,NA,NA,"Indifferent, Preoccupied by HAAWK",40.803794,-73.944003,POINT (-73.944003 40.803794),0
A-06-23,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,NA,NA,"Indifferent, Preoccupied by HAAWK",40.803795,-73.944003,POINT (-73.944003 40.803795),0
A-06-24,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,NA,NA,"Indifferent, Preoccupied by HAAWK",40.803794,-73.944004,POINT (-73.944004 40.803794),0
A-06-25,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,NA,NA,"Indifferent, Preoccupied by HAAWK",40.803794,-73.944005,POINT (-73.944005 40.803794),0
A-06-26,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,NA,NA,"Indifferent, Preoccupied by HAAWK",40.803796,-73.944003,POINT (-73.944003 40.803796),0
A-06-27,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,NA,NA,"Indifferent, Preoccupied by HAAWK",40.803795,-73.944004,POINT (-73.944004 40.803795),0
A-06-28,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,3,NA,Indifferent,40.80362,-73.944067,POINT (-73.944067 40.80362),2
A-06-29,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,6,NA,Runs From,40.80352,-73.943629,POINT (-73.943629 40.80352),5
A-06-30,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,6,NA,Runs From,40.803507,-73.943661,POINT (-73.943661 40.803507),5
A-06-31,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,25,NA,NA,40.803981,-73.943327,POINT (-73.943327 40.803981),4
A-06-32,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,25,NA,NA,40.804123,-73.943402,POINT (-73.943402 40.804123),4
A-06-33,UPPER MANHATTAN,A,Marcus Garvey Park,06,3,Cinnamon,2,25,NA,NA,40.803981,-73.943273,POINT (-73.943273 40.803981),0
A-06-34,UPPER MANHATTAN,A,Marcus Garvey Park,06,1,Gray,2,4,NA,Runs From,40.804878,-73.942781,POINT (-73.942781 40.804878),4
B-07-01,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,1,NA,NA,Indifferent,40.74145,-73.987884,POINT (-73.987884 40.74145),3
B-07-02,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,2,30,in a tree,NA,40.742255,-73.987433,POINT (-73.987433 40.742255),0
B-07-03,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,1,NA,NA,Indifferent,40.742556,-73.986971,POINT (-73.986971 40.742556),3
B-07-04,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,2,10,in tree,NA,40.742792,-73.987046,POINT (-73.987046 40.742792),0
B-07-05,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,1,NA,Farragut Lawn,Indifferent,40.74288,-73.987663,POINT (-73.987663 40.74288),1
B-07-06,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,2,15,in old tree (oval lawn),Indifferent,40.742421,-73.98808,POINT (-73.98808 40.742421),0
B-07-07,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,2,20,in old tree (oval lawn),Indifferent,40.742421,-73.98808,POINT (-73.98808 40.742421),0
B-07-08,CENTRAL MANHATTAN,B,Madison Square Park,07,1,Cinnamon,1,NA,base of tree,Indifferent,40.742807,-73.988435,POINT (-73.988435 40.742807),3
B-07-09,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,1,NA,base of tree,Indifferent,40.741528,-73.988324,POINT (-73.988324 40.741528),3
B-07-10,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,2,10,in tree,Indifferent,40.741805,-73.988448,POINT (-73.988448 40.741805),4
B-07-11,CENTRAL MANHATTAN,B,Madison Square Park,07,1,NA,1,1,on bench,Indifferent,40.741862,-73.988797,POINT (-73.988797 40.741862),1
B-08-01,CENTRAL MANHATTAN,B,Union Square Park,08,2,Cinnamon,1,NA,NA,Friendly,40.735981,-73.99062,POINT (-73.99062 40.735981),4
B-08-02,CENTRAL MANHATTAN,B,Union Square Park,08,1,Gray,1,NA,NA,Indifferent,40.735847,-73.990115,POINT (-73.990115 40.735847),1
B-08-03,CENTRAL MANHATTAN,B,Union Square Park,08,2,NA,1,NA,NA,Indifferent,40.735896,-73.99041,POINT (-73.99041 40.735896),3
B-08-04,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,1,NA,NA,Indifferent,40.73579,-73.990738,POINT (-73.990738 40.73579),3
B-08-05,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,1,NA,NA,Indifferent,40.735941,-73.99063,POINT (-73.99063 40.735941),0
B-08-06,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,2,NA,in tree,NA,40.73566,-73.990351,POINT (-73.990351 40.73566),4
B-08-07,CENTRAL MANHATTAN,B,Union Square Park,08,1,Cinnamon,2,NA,in tree,NA,40.735636,-73.990426,POINT (-73.990426 40.735636),4
B-08-08,CENTRAL MANHATTAN,B,Union Square Park,08,1,Black,0,NA,NA,NA,40.73566,-73.990351,POINT (-73.990351 40.73566),4
B-08-09,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,0,NA,NA,Runs From,40.735587,-73.990367,POINT (-73.990367 40.735587),1
B-08-10,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,1,NA,NA,"Indifferent, Staring",40.73542,-73.990453,POINT (-73.990453 40.73542),2
B-08-11,CENTRAL MANHATTAN,B,Union Square Park,08,2,NA,1,NA,NA,"Indifferent, Runs From (kids)",40.735514,-73.99033,POINT (-73.99033 40.735514),3
B-08-12,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,1,NA,NA,NA,40.735945,-73.990201,POINT (-73.990201 40.735945),2
B-08-13,CENTRAL MANHATTAN,B,Union Square Park,08,2,NA,0,NA,NA,NA,40.735947,-73.99023,POINT (-73.99023 40.735947),3
B-08-14,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,1,NA,NA,NA,40.73604,-73.98966,POINT (-73.98966 40.73604),2
B-08-15,CENTRAL MANHATTAN,B,Union Square Park,08,1,NA,1,NA,NA,NA,40.73618,-73.990683,POINT (-73.990683 40.73618),2
B-08-16,CENTRAL MANHATTAN,B,Union Square Park,08,2,NA,1,NA,NA,NA,40.736298,-73.990559,POINT (-73.990559 40.736298),2
B-09-01,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Indifferent,40.733753,-73.983682,POINT (-73.983682 40.733753),3
B-09-02,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Indifferent,40.733648,-73.983483,POINT (-73.983483 40.733648),3
B-09-03,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Indifferent,40.733631,-73.983419,POINT (-73.983419 40.733631),3
B-09-04,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Runs From,40.733546,-73.983263,POINT (-73.983263 40.733546),4
B-09-05,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,2,30,NA,NA,40.733591,-73.983263,POINT (-73.983263 40.733591),4
B-09-06,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,2,15,NA,Indifferent,40.733648,-73.984294,POINT (-73.984294 40.733648),4
B-09-07,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Approaches,40.733737,-73.98438,POINT (-73.98438 40.733737),3
B-09-08,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Indifferent,40.733501,-73.984417,POINT (-73.984417 40.733501),5
B-09-09,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Indifferent,40.733575,-73.984391,POINT (-73.984391 40.733575),5
B-09-10,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,1,NA,NA,Approaches,40.733506,-73.984553,POINT (-73.984553 40.733506),3
B-09-11,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,2,20,NA,Indifferent,40.733619,-73.984708,POINT (-73.984708 40.733619),4
B-09-12,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,2,20,NA,Indifferent,40.733648,-73.984638,POINT (-73.984638 40.733648),5
B-09-13,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,2,40,NA,NA,40.733737,-73.984644,POINT (-73.984644 40.733737),2
B-09-14,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,3,Cinnamon,2,10,NA,Approaches,40.733932,-73.984612,POINT (-73.984612 40.733932),2
B-09-15,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,3,Cinnamon,2,30,NA,NA,40.734014,-73.984461,POINT (-73.984461 40.734014),2
B-09-16,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,3,Cinnamon,2,60,in tree,NA,40.734221,-73.984397,POINT (-73.984397 40.734221),0
B-09-17,CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,1,Cinnamon,2,15,in tree,NA,40.734083,-73.984322,POINT (-73.984322 40.734083),2
